Movie_Name,Genres,Cast,Original_Language,Vote_Average,Budget_USD
Fallout,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","['Ella Purnell', 'Aaron Moten', 'Walton Goggins', 'Moises Arias', 'Leslie Uggams', 'Zach Cherry', 'Dave Register', ""Annabel O'Hagan"", 'Rodrigo Luzzi', 'Sarita Choudhury', 'Frances Turner', 'Johnny Pemberton', 'Leer Leary', 'Teagan Meredith', 'Elle Vertes', 'Amir Carr', 'Luciana VanDette', 'Matt Berry']",['English'],8.3,$0
A Man on the Inside,"['Comedy', 'Crime']","['Ted Danson', 'Mary Elizabeth Ellis', 'Lilah Richcreek Estrada', 'Stephanie Beatriz', 'Sally Struthers', 'John Getz', 'Lori Tan Chinn', 'Miles Fowler', 'Clyde Kusatsu', 'Eugene Cordero', 'Stephen McKinley Henderson', 'Susan Ruttan', 'Veronica Cartwright', ""Kerry O'Malley"", 'Catherine Leong', 'Wyatt Yang', 'Margaret Avery', 'Deuce Basco']","['English', 'Spanish']",7.7,$0
Longlegs,"['Crime', 'Horror', 'Thriller']","['Maika Monroe', 'Nicolas Cage', 'Blair Underwood', 'Alicia Witt', 'Michelle Choi-Lee', 'Dakota Daulby', 'Lauren Acala', 'Kiernan Shipka', 'Maila Hosie', 'Jason William Day', 'Lisa Chandler', 'Ava Kelders', 'Rryla McIntosh', 'Carmel Amit', 'Shafin Karim', 'Trey Helten', 'Daniel Bacon', 'Vanessa Walsh']",['English'],6.6,$0
Here,['Drama'],"['Tom Hanks', 'Robin Wright', 'Paul Bettany', 'Kelly Reilly', 'Ellis Grunsell', 'Teddy Russell', 'Finn Guegan', 'Callum Macreadie', 'Lauren McQueen', 'Grace Lyra', 'Jemima Macintyre', 'Billie Gadsdon', 'Beau Gadsdon', 'Harry Marcus', 'Diego Scott', 'Logan Challis', 'Albie Salter', 'Zsa Zsa Zemeckis']",['English'],6.3,$45.0M
Carry-On,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Taron Egerton', 'Jason Bateman', 'Sofia Carson', 'Danielle Deadwyler', 'Theo Rossi', 'Tonatiuh', 'Logan Marshall-Green', 'Dean Norris', 'Sinqua Walls', 'Curtiss Cook', 'Joe Williamson', 'Gil Perez-Abraham', 'Josh Brener', 'Benito Martinez', 'Edwin Kho', 'Reisha Reynolds', 'Adam Stephenson', 'Michael Scott']",['English'],6.5,$0
Deadpool & Wolverine,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Ryan Reynolds', 'Hugh Jackman', 'Emma Corrin', 'Matthew Macfadyen', 'Dafne Keen', 'Jon Favreau', 'Morena Baccarin', 'Rob Delaney', 'Leslie Uggams', 'Jennifer Garner', 'Wesley Snipes', 'Channing Tatum', 'Chris Evans', 'Henry Cavill', 'Wunmi Mosaku', 'Aaron Stanford', 'Tyler Mane', 'Karan Soni']","['English', 'French', 'Spanish']",7.6,$200.0M
Civil War,"['Action', 'Adventure', 'Thriller']","['Kirsten Dunst', 'Wagner Moura', 'Cailee Spaeny', 'Nick Offerman', 'Jefferson White', 'Nelson Lee', 'Evan Lai', 'Stephen McKinley Henderson', 'Vince Pisani', 'Justin James Boykin', 'Jess Matney', 'Greg Hill', 'Edmund Donovan', 'Tim James', 'Simeon Freeman', 'James Yaegashi', 'Dean Grimes', 'Alexa Mansour']",['English'],7.0,$50.0M
No Good Deed,"['Comedy', 'Drama']","['Linda Cardellini', 'O-T Fagbenle', 'Abbi Jacobson', 'Lisa Kudrow', 'Denis Leary', 'Poppy Liu', 'Teyonah Parris', 'Ray Romano', 'Luke Wilson', 'Wyatt Aubrey', 'Matt Rogers', 'Anna Maria Horsford', 'Kevin Alves', 'Kate Moennig', 'Rory Scovel', 'Linda Lavin', 'Joni Reiss', 'Colin Tandberg']",['English'],7.0,$0
Matlock,"['Crime', 'Drama']","['David Del Rio', 'Kathy Bates', 'Skye P. Marshall', 'Jason Ritter', 'Leah Lewis', 'Sam Anderson', 'Eme Ikwuakor', 'Aaron D. Harris', 'Yael Grobglas', 'Beau Bridges', 'Jordyn Weitz', 'Patricia Belcher', 'Piper Curda', 'Shelby Mayes', 'Natalie Ceballos', 'Hal Williams', 'Francisco Chacin', 'Bella Ortiz']",['English'],7.6,$0
Tracker,"['Crime', 'Drama']","['Justin Hartley', 'Abby McEnany', 'Fiona Rene', 'Eric Graise', 'Robin Weigert', 'Brent Sexton', 'Chris Lee', 'Sofia Pernas', 'Floriana Lima', 'Jensen Ackles', 'Wendy Crewson', 'Michael Rady', 'Ryan Dorsey', 'Seamus Dever', 'Alison Thornton', 'Matt Long', 'Steven Culp', 'Neil Jackson']",['English'],7.1,$0
Queer,"['Biography', 'Drama', 'History', 'Romance']","['Daniel Craig', 'Daan de Wit', 'Jason Schwartzman', 'Henrique Zaga', 'Colin Bates', 'Drew Starkey', 'Simon Rizzoni', 'Drew Droege', 'Ariel Schulman', 'Andra Ursuta', 'La Bruja de Texcoco', 'Omar Apollo', 'Silverio Castro', 'David Lowery', 'Amir Antonio Samande Chavez', 'Andrea Montserrat Rios Hernandez', 'Claudio Cardenas', 'Gilberto Barraza']","['English', 'Spanish', 'French']",6.5,$0
Venom: The Last Dance,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Tom Hardy', 'Chiwetel Ejiofor', 'Juno Temple', 'Rhys Ifans', 'Stephen Graham', 'Peggy Lu', 'Clark Backo', 'Alanna Ubach', 'Cristo Fernández', 'Jared Abrahamson', 'Hala Finley', 'Dash McCloud', 'Andy Serkis', 'Reid Scott', 'Jack Brady', 'Ivo Nandi', 'Jake Allyn', 'Otis Winston']",['English'],6.0,$120.0M
Furiosa: A Mad Max Saga,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Anya Taylor-Joy', 'Chris Hemsworth', 'Tom Burke', 'Alyla Browne', 'George Shevtsov', 'Lachy Hulme', 'John Howard', 'Angus Sampson', 'Charlee Fraser', 'Elsa Pataky', 'Nathan Jones', 'Josh Helman', 'David Field', 'Rahel Romahn', 'David Collins', 'Goran D. Kleut', 'CJ. Bloomfield', 'Matuse']",['English'],7.5,$168.0M
Challengers,"['Comedy', 'Drama', 'Romance', 'Sport']","['Mike Faist', ""Josh O'Connor"", 'Zendaya', 'Darnell Appling', 'Bryan Doo', 'Shane T Harris', 'Nada Despotovich', 'Joan Mcshane', 'Chris Fowler', 'Mary Joe Fernandez', 'A.J. Lister', 'Connor Aulson', 'Doria Bramante', 'Christine Dye', 'James Sylva', 'Kenneth A. Osherow', 'Kevin Collins', 'Burgess Byrd']","['English', 'Romanian']",7.1,$55.0M
Marco,['Action'],"['Unni Mukundan', 'Siddique', 'Jagadish', 'Abhimanyu Shammy Thilakan', 'Kabir Duhan Singh', 'Ishan Shoukath', 'Yukti Thareja', 'Ajith Koshy', 'Lishoy', 'Meera Nair', 'Arjun Nandakumar', 'Anson Paul', 'Dinesh Prabhakar', 'Chithra Prasad', 'Sreejith Ravi', 'Bindhu Sanjeev', 'Durva Thaker', 'Mathew Varghese']",['Malayalam'],7.3,$3.8M
The Calendar Killer,"['Crime', 'Thriller']","['Luise Heyer', 'Sabin Tambrea', 'Friedrich Mücke', 'Rainer Bock', 'Andreas Döhler', 'Shadi Eck', 'Benjamin Hartwig', 'Sasha Marini', 'Romy Miesner', 'Kristin Suckow', 'Isabel Thierauch', 'Dennenesch Zoudé', 'Toby M. Giesecke']",['German'],5.5,$0
Subservience,"['Sci-Fi', 'Thriller']","['Megan Fox', 'Michele Morrone', 'Madeline Zima', 'Matilda Firth', 'Jude Greenstein', 'Andrew Whipp', 'Atanas Srebrev', 'Manal El-Feitury', 'Antoni Davidov', 'JR Esposito', 'Ronak Patani', 'Trevor Van Uden', 'Kate Nichols', 'Kexin Wang', 'Derek Morse', 'Les Weldon', 'Max Kraus', 'Ayden Howlett']",['English'],5.4,$0
Beast Games,"['Game-Show', 'Reality-TV']","['MrBeast', 'Karl Jacobs', 'Chandler Hallow', 'Nolan Hansen', 'Tareq Salameh', 'Mack Hopkins', 'Sean Klitzner', 'Twana Barnett', 'Jeffrey Randall Allen', 'Michael Robert House', 'Sheldon Austin', 'Jazmine Robinson', 'Deano Viana', 'Scott Milton', 'Neville Shahi', 'Colton Cortese', 'Mia Speight', 'Monece Starling']",['English'],5.6,$0
The Six Triple Eight,"['Drama', 'History', 'War']","['Kerry Washington', 'Ebony Obsidian', 'Milauna Jackson', 'Kylie Jefferson', 'Shanice Shantay', 'Sarah Jeffery', 'Pepi Sonuga', 'Moriah Brown', 'Jeanté Godlock', 'Dean Norris', 'Sam Waterston', 'Susan Sarandon', 'Oprah Winfrey', 'Gregg Sulkin', 'Donna Biscoe', 'Baadja-Lyne Odums', 'Jeffery Thomas Johnson', 'Scott Daniel Johnson']",['English'],6.7,$0
The Last Showgirl,['Drama'],"['Pamela Anderson', 'Brenda Song', 'Kiernan Shipka', 'Dave Bautista', 'Jamie Lee Curtis', 'Billie Lourd', 'Linda Montana', 'John Clofine', 'Giovani L. DiCandilo', 'Gypsy Wood', 'Symone Bradley', 'Melina Blitz', 'Eliseo Duque', 'Jason Schwartzman', 'Anlly Allen Aguilera', 'Max Francisco', 'Alexandria Franklin', 'Stevie Heptig']",['English'],6.7,$1.8M
The Count of Monte-Cristo,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'Thriller']","['Pierre Niney', 'Bastien Bouillon', 'Anaïs Demoustier', 'Anamaria Vartolomei', 'Laurent Lafitte', 'Pierfrancesco Favino', 'Patrick Mille', 'Vassili Schneider', 'Julien De Saint Jean', 'Julie De Bona', 'Adèle Simphal', 'Stéphane Varupenne', 'Marie Narbonne', 'Bruno Raffaelli', 'Abde Maziane', 'Bernard Blancan', 'Oscar Lesage', 'Joachim Simon']","['French', 'Romanian', 'Italian', 'English', 'Latin']",7.6,$46.8M
The Fall Guy,"['Action', 'Comedy', 'Drama', 'Romance']","['Ryan Gosling', 'Emily Blunt', 'Aaron Taylor-Johnson', 'Hannah Waddingham', 'Teresa Palmer', 'Stephanie Hsu', 'Winston Duke', 'Ben Knight', 'Matuse', 'Adam Dunn', 'Zara Michales', 'Ioane Saula', 'Gregory J. Fryer', 'Madeleine Wilson', 'Kalkidan China', 'Angela Nica Sullen', 'Di Smith', ""Megan O'Connell""]",['English'],6.8,$125.0M
Speak No Evil,"['Drama', 'Horror', 'Thriller']","['James McAvoy', 'Mackenzie Davis', 'Scoot McNairy', 'Aisling Franciosi', 'Alix West Lefler', 'Dan Hough', 'Kris Hitchen', 'Motaz Malhees', 'Jakob Højlev Jørgensen']",['English'],6.8,$15.0M
Elsbeth,"['Comedy', 'Crime', 'Drama']","['Carrie Preston', 'Carra Patterson', 'Wendell Pierce', 'Daniel K. Isaac', 'Fredric Lehne', 'Molly Price', 'Danny Mastrogiorgio', 'Danny McCarthy', 'Micaela Diamond', 'Gloria Reuben', 'Christian Borle', 'Kelly AuCoin', 'Daniel Oreskes', 'Ajay Naidu', 'Ben Levi Ross', 'Michael Emerson', 'Sullivan Jones', 'Daniel Davis']",['English'],7.6,$0
The Gentlemen,"['Action', 'Comedy', 'Crime']","['Theo James', 'Kaya Scodelario', 'Daniel Ings', 'Joely Richardson', 'Vinnie Jones', 'Michael Vu', 'Harry Goodwins', 'Stephane Fichet', 'Logan Dean', 'Chanel Cresswell', 'Alexis Rodney', 'Mason Antonio Fardowe', 'Ray Winstone', 'Giancarlo Esposito', 'Ruby Sear', 'John McGrellis', 'Pearce Quigley', 'Josh Finan']",['English'],8.0,$0
Maria,"['Biography', 'Drama', 'Music']","['Angelina Jolie', 'Pierfrancesco Favino', 'Alba Rohrwacher', 'Haluk Bilginer', 'Kodi Smit-McPhee', 'Stephen Ashfield', 'Valeria Golino', 'Caspar Phillipson', 'Lydia Koniordou', 'Vincent Macaigne', 'Aggelina Papadopoulou', 'Erophilie Panagiotarea', 'Jörg Westphal', 'Philipp Droste', 'Alessandro Bressanello', 'Paul Spera', 'Kay Madsen', 'Lyès Salem']","['English', 'Greek', 'French', 'Italian']",6.5,$0
Smile 2,"['Horror', 'Mystery', 'Thriller']","['Naomi Scott', 'Rosemarie DeWitt', 'Lukas Gage', 'Miles Gutierrez-Riley', 'Peter Jacobson', 'Ray Nicholson', 'Dylan Gelula', 'Raúl Castillo', 'Kyle Gallner', 'Drew Barrymore', 'Zebedee Row', 'Roberts Jekabsons', 'Sean Stolzen', 'Jon Rua', 'Vladimir Duthiers', 'Kristine Johnson', 'Margot Weintraub', 'Christopher Bailey']",['English'],6.8,$28.0M
Horizon: An American Saga - Chapter 1,"['Drama', 'Western']","['Kevin Costner', 'Sienna Miller', 'Sam Worthington', 'Jena Malone', 'Owen Crow Shoe', 'Tatanka Means', 'Ella Hunt', 'Tim Guinee', 'Giovanni Ribisi', 'Danny Huston', 'Colin Cunningham', 'Scott Haze', 'Tom Payne', 'Abbey Lee', 'Michael Rooker', 'Will Patton', 'Jim Lau', 'Georgia MacPhail']",['English'],6.7,$100.0M
Arcadian,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']","['Nicolas Cage', 'Jaeden Martell', 'Maxwell Jenkins', 'Sadie Soverall', 'Samantha Coughlan', 'Joe Dixon', 'Joel Gillman', 'Daire McMahon']",['English'],5.5,$0
Creature Commandos,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'War']","['Indira Varma', 'Sean Gunn', 'Alan Tudyk', 'Zoë Chao', 'David Harbour', 'Frank Grillo', 'Maria Bakalova', 'Julian Kostov', 'Viola Davis', 'Nickolai Stoilov', 'Steve Agee', 'Anya Chalotra', 'Stephanie Beatriz', 'Tony Cavalero', 'Flula Borg', 'Shohreh Aghdashloo', 'Peter Serafinowicz', 'Matthew Yang King']","['English', 'Bulgarian']",7.8,$0
Secret Level,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['Aleks Le', 'Nelson Lee', 'Fred Tatasciore', 'Arnold Schwarzenegger', 'Keanu Reeves', 'Ariana Greenblatt', 'Emily Swallow', 'Elodie Yung', 'Adewale Akinnuoye-Agbaje', 'Ricky Whittle', ""Brenock O'Connor"", 'Leah Harvey', 'Alkaio Thiele', 'Parry Shen', 'Nikko Austen Smith', 'Heaven Hart', 'Noah Manzoor', 'Claudia Doumit']",['English'],7.4,$0
Unstoppable,"['Drama', 'Sport']","['Jharrel Jerome', 'Anthony Robles', 'Jennifer Lopez', 'Michael Peña', 'Don Cheadle', 'Bobby Cannavale', 'Mykelti Williamson', 'Shawn Hatosy', 'Noen Perez', 'Carlos Solórzano', 'Julianna Gamiz', 'Elijah James', 'Johnni DiJulius', 'Parker Sack', 'Chimechi Oparanozie', 'Jordan Nathaniel Wallace', 'Benjamin Barrett', 'Corey Jantzen']",['English'],6.8,$0
Twisters,"['Action', 'Adventure', 'Thriller']","['Daisy Edgar-Jones', 'Glen Powell', 'Anthony Ramos', 'Brandon Perea', 'Maura Tierney', 'Harry Hadden-Paton', 'Sasha Lane', 'Daryl McCormack', 'Kiernan Shipka', 'Nik Dodani', 'David Corenswet', 'Tunde Adebimpe', ""Katy O'Brian"", 'David Born', 'Paul Scheer', 'Laura Poe', 'Austin Bullock', 'Stephen Oyoung']",['English'],6.5,$155.0M
Disclaimer,"['Drama', 'Mystery', 'Thriller']","['Cate Blanchett', 'Kevin Kline', 'Sacha Baron Cohen', 'Lesley Manville', 'Louis Partridge', 'Leila George', 'Indira Varma', 'Kodi Smit-McPhee', 'Bertie Haarer', 'George Haarer', 'Hoyeon', 'Art Malik', 'Michael Spicer', 'Gemma Jones', 'Evadney Keith', 'Adam El Hagar', 'Sarah Priddy', 'Whitney Kehinde']","['English', 'Italian']",7.5,$0
Georgie & Mandy's First Marriage,['Comedy'],"['Montana Jordan', 'Emily Osment', 'Rachel Bay Jones', 'Will Sasso', 'Dougie Baldwin', 'Jessie Prez', 'Zoe Perry', 'Raegan Revord', 'Dale E. Turner', 'Annie Potts', 'Alex Ball', 'Casey Wilson', 'Kelli Goss', 'Sarah Baker', 'J.D. Walsh', 'Casey Mills', 'Melissa Tang', 'Matt Hobby']",['English'],6.7,$0
3 Body Problem,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","['Jovan Adepo', 'Liam Cunningham', 'Eiza González', 'Jess Hong', 'Benedict Wong', 'Marlo Kelly', 'Sea Shimooka', 'Alex Sharp', 'Rosalind Chao', 'Saamer Usmani', 'Jonathan Pryce', 'Gerard Monaco', 'John Bradley', 'Zine Tseng', 'John Dagleish', 'Hélène Viviès', 'Stephen Rahman Hughes', 'Adrian Edmondson']",['English'],7.5,$0
Grafted,"['Drama', 'Horror', 'Romance', 'Thriller']","['Eden Hart', 'Jess Hong', 'Jared Turner', 'Mark Mitchinson', ""Sepi To'a"", 'Joyena Sun', 'Sam Wang', 'Xiao Hu', 'Chloe Parker', 'Alison Quigan', 'Mohan Liu', 'Ginette McDonald', 'Andrew Munro', 'Benjamin Hudson', 'Gideon Smith', 'Phil Brooks', 'Aleni Tufuga', 'Noah Davy']","['English', 'Mandarin']",5.6,$0
The Room Next Door,['Drama'],"['Julianne Moore', 'Tilda Swinton', 'John Turturro', 'Alessandro Nivola', 'Juan Diego Botto', 'Raúl Arévalo', 'Victoria Luengo', 'Alex Høgh Andersen', 'Esther McGregor', 'Alvise Rigo', 'Melina Matthews', 'Sarah Demeestere', 'Anh Duong', 'Bobbi Salvör Menuez', 'Annika Wahlsten', 'Shane Woodward', 'Paolo Luka Noé', 'Cristina Kovani']",['English'],6.9,$0
Paddington in Peru,"['Adventure', 'Comedy', 'Family', 'Mystery']","['Hugh Bonneville', 'Emily Mortimer', 'Ben Whishaw', 'Imelda Staunton', 'Oliver Maltman', 'Joel Fry', 'Robbie Gee', 'Sanjeev Bhaskar', 'Ben Miller', 'Jessica Hynes', 'Madeleine Harris', 'Samuel Joslin', 'Ella Dacres', 'Hayley Atwell', 'Aloreia Spencer', 'Nicholas Burns', 'Ashleigh Reynolds', 'Amit Shah']",['English'],6.8,$90.0M
Rivals,['Drama'],"['Emily Atack', 'Hubert Burton', 'Antony Byrne', 'Milo Callaghan', 'Oliver Chris', 'Danny Dyer', 'Bryony Hannah', 'Alex Hassell', 'Gary Lamont', 'Bella Maclean', 'Lisa McGrillis', 'Katherine Parkinson', 'Luca Pasqualino', 'Lara Peake', 'Victoria Smurfit', 'David Tennant', 'Aidan Turner', 'Nafessa Williams']",['English'],8.0,$0
The Order,"['Crime', 'Drama', 'Thriller']","['Jude Law', 'Nicholas Hoult', 'Tye Sheridan', 'Marc Maron', 'George Tchortov', 'Daniel Yip', 'Daniel Doheny', 'Sebastian Pigott', 'John Warkentin', 'Phillip Forest Lewitski', 'Vanessa Holmes', 'Bryan J. McHale', 'Rae Farrer', 'Carter Morrison', 'Odessa Young', 'Philip Granger', 'Ryan Chandoul Wesley', 'Morgan Holmstrom']",['English'],6.8,$0
Dark Matter,"['Drama', 'Sci-Fi', 'Thriller']","['Joel Edgerton', 'Jennifer Connelly', 'Alice Braga', 'Jimmi Simpson', 'Dayo Okeniyi', 'Oakes Fegley', 'Marquita Brooks', 'Amanda Brugel', 'William Smillie', 'Bassam Abdelfattah', 'Tiff Abreu', 'Missy Fierro', 'Suzy Dias', 'Reilly Oh', 'Charlie Holcomb', 'Kate Eastman', 'Jenne Kang', 'Rolando Boyce']",['English'],7.7,$0
Your Monster,"['Comedy', 'Horror', 'Romance']","['Melissa Barrera', 'Tommy Dewey', 'Edmund Donovan', 'Meghann Fahy', 'Kayla Foster', 'Ikechukwu Ufomadu', 'Megan Haley', 'Brandon Victor Dixon', 'Taylor Trensch', 'Lana Young', 'Brian McCarthy', 'Katy Grenfell', 'Woody Fu', 'Jawan Jackson', 'Kasey Bella Suarez', 'Matthew Lamb', 'Jake Nordwind', 'Peter Falls']",['English'],6.5,$0
Nr. 24,"['Biography', 'Drama', 'War']","['Sjur Vatne Brean', 'Erik Hivju', 'Philip Helgar', 'Magnus Dugdale', 'Jakob Maanum Trulsen', 'Jacob Jensen', 'Flo Fagerli', 'Ines Høysæter Asserson', 'Lisa Loven Kongsli', 'Martin Karelius Østensen', 'August Wittgenstein', 'Per Kjerstad', 'Jørgen Cleve Broch', 'Sigurd Solheim', 'Lars Jørgensen', 'Ulrik William Græsli', 'Benjamin Myhre', 'Svein Sturla Hungnes']","['Norwegian', 'German', 'English', 'Danish']",7.5,$0
The Count of Monte Cristo,"['Adventure', 'Drama']","['Sam Claflin', 'Mikkel Boe Følsgaard', 'Ana Girardot', 'Blake Ritson', 'Karla-Simone Spence', 'Lino Guanciale', 'Michele Riondino', 'Gabriella Pession', 'Harry Taurasi', 'Poppy Corby-Tuech', 'Nicolas Maupas', 'Amaryllis April Maltha August', 'Jason Barnett', 'Nicholas Farrell', 'John Ioannou', 'Martina Laird', 'Matthew Wilson', 'Simone Zambelli']",['English'],7.8,$0
St. Denis Medical,['Comedy'],"['Allison Tolman', 'Kahyun Kim', 'Mekki Leeper', 'Kaliko Kauahi', 'Wendi McLendon-Covey', 'Josh Lawson', 'David Alan Grier', 'Jeff Marlow', 'Dave Theune', 'Bella Ivory', 'Ruben Garfias', 'Emma Pope', 'Erinn Hayes', 'Jonathan Slavin', 'Tory Freeth', 'Stephen Schneider', 'Steve Little', 'Phil Abrams']",['English'],6.9,$0
My Old Ass,"['Comedy', 'Drama', 'Romance']","['Maisy Stella', 'Aubrey Plaza', 'Percy Hynes White', 'Maddie Ziegler', 'Kerrice Brooks', 'Maria Dizzia', 'Alain Goulem', 'Seth Isaac Johnson', 'Carter Trozzolo', 'Alexandria Rivera']",['English'],6.9,$0
Wild Cards,"['Comedy', 'Crime', 'Drama']","['Vanessa Morgan', 'Giacomo Gianniotti', 'Michael Xavier', 'Amy Goodmurphy', 'Terry Chen', 'Fletcher Donovan', 'Jonesy the Cat', 'Jason Priestley', 'Giacomo Baessato', 'Millan Tesfazgi', 'Caroline Battista', 'Manuela Sosa', 'Martin Sheen', 'Karin Konoval', 'Emilee Nimetz', 'Leslie Kwan', 'Andy Nez', 'Dewshane Williams']",['English'],7.1,$0
You Gotta Believe,"['Family', 'Sport']","['Luke Wilson', 'Greg Kinnear', 'Sarah Gadon', 'Molly Parker', 'Lew Temple', 'Joaquin Roberts', 'Martin Roach', 'Patrick Renna', 'Blake DeLong', 'Justin Adams', 'King Orba', 'Taylor Hunt Wright', 'Ali Hassan', 'Michael Cash', 'Etienne Kellici', 'Nicholas Fry', 'Jacob Mazeral', 'Gavin MacIver-Wright']",['English'],5.7,$0
Beetlejuice Beetlejuice,"['Comedy', 'Fantasy', 'Horror']","['Michael Keaton', 'Winona Ryder', ""Catherine O'Hara"", 'Jenna Ortega', 'Justin Theroux', 'Willem Dafoe', 'Monica Bellucci', 'Arthur Conti', 'Nick Kellington', 'Santiago Cabrera', 'Burn Gorman', 'Danny DeVito', 'Sami Slimane', 'Amy Nuttall', 'Mark Heenehan', 'Charlie Hopkinson', 'Liv Spencer', 'Skylar Park']","['English', 'Italian', 'French', 'Spanish']",6.7,$100.0M
Nobody Wants This,"['Comedy', 'Romance']","['Kristen Bell', 'Adam Brody', 'Justine Lupe', 'Timothy Simons', 'Jackie Tohn', 'Paul Ben-Victor', 'Stephanie Faracy', 'Tovah Feldshuh', 'Sherry Cola', 'Michael Hitchcock', 'Stephen Tobolowsky', 'Emily Arlook', 'Shiloh Bearman', ""D'Arcy Carden"", 'Leslie Grossman', 'Matt Oberg', 'Beth Triffon', 'Ryan Hansen']",['English'],7.9,$0
Say Nothing,"['Drama', 'History', 'Thriller']","['Lola Petticrew', 'Hazel Doupe', 'Emily Healy', 'Maxine Peake', 'Rylee Neilly-Large', 'Anthony Boyle', 'Josh Finan', 'Judith Roddy', ""Seamus O'Hara"", 'Lennox Loughran', 'Ava-Rose Gallagher', 'Isaac Heslip', 'Matthew Murphy', 'Conor Trainor', 'Art Parkinson', 'Tom Vaughan-Lawlor', 'Cúán Hosty-Blaney', 'Amy Molloy']",['English'],8.2,$0
The Damned,"['Drama', 'Horror', 'Mystery']","['Odessa Young', 'Joe Cole', 'Siobhan Finneran', 'Rory McCann', 'Turlough Convery', 'Lewis Gribben', 'Francis Magee', 'Mícheál Óg Lane', 'Andrean Sigurgeirsson', 'Guillermo Uria', 'Arnar Máni Iansson Gray']",['English'],5.7,$0
The Ministry of Ungentlemanly Warfare,"['Action', 'Comedy', 'War']","['Henry Cavill', 'Alan Ritchson', 'Alex Pettyfer', 'Eiza González', 'Babs Olusanmokun', 'Cary Elwes', 'Hero Fiennes Tiffin', 'Henry Golding', 'Rory Kinnear', 'Til Schweiger', 'Freddie Fox', 'James Wilby', 'Henrique Zaga', 'Danny Sapani', 'Matthew Hawksley', 'Simon Paisley Day', 'Mark Oosterveen', 'Victor Oshin']",['English'],6.8,$60.0M
Supersex,"['Biography', 'Drama', 'History']","['Alessandro Borghi', 'Jasmine Trinca', 'Adriano Giannini', 'David Kammenos', 'Linda Hardy', 'Enrico Borello', 'Tania Garribba', 'Pietro Faiella', 'Giulio Greco', 'Jade Pedri', 'Gaia Messerklinger', 'Marco Fiore', 'Eva Cela', 'Vincenzo Nemolato', 'Francesco Pellegrino', 'Johann Dionnet', 'Mario Pirrello', 'Emanuele Bracone']",['Italian'],6.2,$0
Joker: Folie à Deux,"['Drama', 'Musical', 'Thriller']","['Joaquin Phoenix', 'Lady Gaga', 'Brendan Gleeson', 'Catherine Keener', 'Zazie Beetz', 'Steve Coogan', 'Harry Lawtey', 'Leigh Gill', 'Ken Leung', 'Jacob Lofland', 'Bill Smitrovich', 'Sharon Washington', 'Alfred Rubin Thompson', 'Connor Storrie', 'Gregg Daniel', 'Mac Brandt', 'George Carroll', 'John Lacy']",['English'],5.2,$190.0M
Megalopolis,"['Drama', 'Fantasy', 'Sci-Fi']","['Adam Driver', 'Giancarlo Esposito', 'Nathalie Emmanuel', 'Aubrey Plaza', 'Shia LaBeouf', 'Jon Voight', 'Laurence Fishburne', 'Talia Shire', 'Jason Schwartzman', 'Kathryn Hunter', 'Grace VanderWaal', 'Chloe Fineman', 'James Remar', 'D.B. Sweeney', 'Isabelle Kusman', 'Bailey Coppola', 'Madeleine Gardella', 'Balthazar Getty']","['English', 'Latin', 'Spanish', 'German']",4.7,$120.0M
The Perfect Couple,"['Crime', 'Drama', 'Mystery']","['Nicole Kidman', 'Liev Schreiber', 'Eve Hewson', 'Billy Howle', 'Meghann Fahy', 'Donna Lynne Champlin', 'Jack Reynor', 'Michael Beach', 'Ishaan Khatter', 'Sam Nivola', 'Mia Isaac', 'Dakota Fanning', 'Irina Dubova', 'Nick Searcy', 'Isabelle Adjani', 'Dendrie Taylor', 'Michael McGrady', 'Tim Bagley']",['English'],6.5,$0
Small Things Like These,"['Drama', 'History']","['Cillian Murphy', 'Eileen Walsh', 'Emily Watson', 'Clare Dunne', 'Patrick Ryan', 'Peter Claffey', ""Ian O'Reilly"", 'Helen Behan', 'Zara Devlin', 'Sarah Morris', ""Cillian O'Gairbhi"", 'Tadhg Moloney', 'Liadan Dunlea', 'Giulia Doherty', 'Rachel Lynch', 'Aoife Gaffney', 'Faye Brazil', ""Agnes O'Casey""]",['English'],6.8,$0
Parthenope,"['Drama', 'Fantasy']","['Dario Aita', 'Antonino Annina', 'Margherita Aresti', 'Martina Attanasio', 'Francesca Romana Bergamo', 'Liliana Bottone', 'Maria Rosaria Bozzon', 'Luigi Bruno', 'Giovanni Buselli', 'Paola Calliari', 'Ciro Capano', 'Simona Capozzi', 'Marisa Carluccio', 'Mariacarla Casillo', 'Irene Ciavalini', 'Riccardo Coppola', 'Antinea Curatolo', 'Celeste Dalla Porta']","['Italian', 'Neapolitan', 'English']",6.8,$28.7M
